row	stimulus	all_responses
540	baab,baabb,bbaab,baabbb,bbbaab,baabbbb	bbbbaab:22,bbbbbaab:8,baabbbbb:4,bbaabbbb:4,bbbbab:3,cbbcccc:2,baabbbbbb:2,abbaaaa:2,baaabbbb:2,bbaabb:2,bbaabba:2,aabbbbb:1,bccaaaa:1,abababa:1,baaaabbbbb:1,bbaabbb:1,bbbaaab:1,bbbbaabb:1,babbbabb:1,bbaaabbbb:1,babbababab:1,bbbaaabbb:1,baabbab:1,bbbabbb:1,aaaa:1,baabbbbbbb:1,babbb:1,baabaabaabaab:1,bbbbaabbbb:1,ccaa:1,bbbbaaabbbbb:1,accaaaa:1,bababbabb:1,cbbaaaa:1,aabaabbbb:1,bbbbaaaab:1,bba:1,baabbaabbaab:1,caacccc:1,baaabbb:1,bbbbaaab:1
541	baab,baabb,bbaab,baabbb,bbbaab,baabbbb,bbbbaab	baabbbbb:27,babbbbb:5,baaabbbbb:3,ccccbbc:3,bbbbaabb:3,bbbbbaabb:3,bbbbbaab:3,baabbbbbb:3,bbbbaaaab:2,aaaabba:2,bbaaab:1,ccccbbb:1,abbbaa:1,bbbbbb:1,baabbbbc:1,baabbaa:1,baaaabbb:1,bbbaaabbb:1,abbababababababab:1,bbbaabbbb:1,bbbaabbb:1,bbbbb:1,bbbbbabb:1,bbaabba:1,aabb:1,baaabbb:1,bbbbbaaab:1,bbbbbab:1,bbaabbba:1,bbaaaabb:1,abccba:1,aabbbbaabb:1,bab:1,aab:1,bbbab:1,baabbaabbaabbaab:1,cccbba:1,baaaaabb:1,bbbbaaab:1
542	baab,baabb,bbaab,baabbb,bbbaab,baabbbb,bbbbaab,bbbbaabb	bbaabbbb:19,bbbbaabbb:13,bbaabbbbb:3,bbbbbaabb:3,bbbaabbb:3,bbbbaaabbb:2,ccccbbcc:2,bbbbbaab:2,bbbbbaabbb:2,ccccbbaa:2,baabbbbbb:2,baaaaaabbba:1,aaaccbb:1,bbbbbab:1,bbbaabbbb:1,aaaabbaa:1,baaaaabbaaa:1,bbbbbbaaabbb:1,bbaaabb:1,babaababa:1,bbbaabbbbb:1,aaaaa:1,bbbabbb:1,bbaabbab:1,bbbbaaaabbbb:1,aaccb:1,baaaabb:1,bbbabbba:1,bbbbbbaaabb:1,aaaaccaa:1,baaabbbbb:1,bbaaabbaab:1,abbbbabbbb:1,babb:1,bbbaaaaab:1,bbbbbabbb:1,aabb:1,bbbbaaab:1,baabbaabbaabbaabbaab:1,bbbbbbaa:1,bbbaaabbb:1
543	baab,baabb,bbaab,baabbb,bbbaab,baabbbb,bbbbaab,bbbbaabb,bbbaabbb	bbbbaabbbb:12,bbbbaabbb:11,bbbaabbbb:10,bbbaaabbb:5,bbaabbbbb:4,bbaabbbb:4,cccbbccc:2,aaabbaaa:2,bbbbbaabb:2,bbaaabbb:1,bbbaabb:1,aacccbbbb:1,bbbaabbbbb:1,bbbabbbb:1,aaabbaaaa:1,bbbbaabbbbb:1,babbbbab:1,bbabbbabb:1,bababaaba:1,baabab:1,aaaaaa:1,baabaa:1,bbbbaaabbbb:1,abba:1,bbaaab:1,bbbbaabbaa:1,bbbababa:1,bbbaaabbbaab:1,cbacba:1,aabbaabbaa:1,bbaabbb:1,bbbaabba:1,babbbbbb:1,baababa:1,aaab:1,bbbabbb:1,baa:1,cccbbaaa:1,bbbabba:1,bbbaaaabbb:1
544	baab,baabb,bbaab,baabbb,bbbaab,baabbbb,bbbbaab,bbbbaabb,bbbaabbb,bbbbbaabb	bbbbbaabbb:10,bbaabbbbb:8,bbbbbbaabb:7,bbaabbbbbb:5,bbbbaabbb:4,bbaabbbb:3,bbbaabbbbb:3,bbbbaabbbbb:3,cccccbbcc:2,bbbbaabbbb:2,bbbbbaab:2,bbbbbaabbbbb:2,aacccbbb:1,bbbaabbbb:1,bbbbbbaaabbbb:1,bbbbbabbbbbb:1,aaaaabbaa:1,bbaabbbbbbb:1,bbbbabbbb:1,babababaaba:1,bbbbbb:1,bbaabbaab:1,cc:1,bbbaaabbbb:1,babbbb:1,bbbbbabbbb:1,bbaabbaabba:1,baabbbbb:1,cccccaacc:1,baaaabaab:1,bbaabbaabb:1,cccccbbaaa:1,bbbbbbaabbbb:1,bbbaaaaab:1,bbbbbbbaabb:1,bbbbbbaabbb:1,bbaaaabbb:1,bbba:1,bbbaaab:1,bbbbaaabbbb:1,bbab:1,cccccbbaa:1,bbaaaaabbb:1,bbbbaaabbb:1
545	bab	aba:37,baba:25,cac:15,abb:12,cbc:10,baab:10,a:7,babb:6,b:4,bac:4,cab:3,ababa:3,bba:2,bbab:2,bbb:2,aca:2,ba:2,baa:2,ab:2,bbaabb:2,bbabb:2,bacb:2,babbab:1,cbabc:1,bababababa:1,aaa:1,babc:1,abaab:1,babab:1,bcb:1,abababa:1
546	bab,aab	baa:19,bba:10,aaa:9,aaba:5,aabb:5,abb:3,aaabb:3,aaab:3,baab:3,b:2,cab:2,cca:2,ccb:2,aba:2,babb:1,aababababa:1,aca:1,a:1,ccaabb:1,bbc:1,abccba:1,cac:1,aabc:1,aac:1,abab:1,caba:1
547	bab,aab,bbab	aaab:7,abab:7,bbabb:6,aaba:6,bbaa:5,babb:5,abbb:3,bbaba:3,abbab:2,bbaab:2,aaca:2,aaabb:2,baab:2,aabb:2,ccab:2,bbaaa:1,bbcb:1,aaaab:1,ba:1,bbabbbabaa:1,aabbab:1,abba:1,aa:1,aaaba:1,bbacc:1,aabab:1,cbc:1,ccbc:1,aaabbb:1,aba:1,abc:1,babba:1,bbba:1,abababb:1,bbc:1,ababa:1,bbbbaaab:1,babaa:1,abb:1,bbbab:1,cccb:1
548	bab,aab,bbab,aaab	bbbab:15,bbba:9,baaa:6,aaaab:4,baab:4,ccca:3,baaab:2,bbb:2,aaa:2,baaba:2,aaba:2,aaaa:2,bbbc:2,bbabb:2,aaac:1,aaabaaa:1,aaabbb:1,caaab:1,bbbabb:1,babaabaaab:1,aaabc:1,cbab:1,bbaabb:1,accaaaa:1,babb:1,aaabb:1,babab:1,bac:1,abaa:1,bababab:1,abaab:1,bbababa:1,aaaaabbbb:1,aabb:1,baaabb:1,bba:1,aabbaabb:1,bbbbab:1,aabbb:1
549	bab,aab,bbab,aaab,babab	aaaab:13,ababa:9,ababab:7,bababa:6,aaaaab:3,bbbab:3,ababb:2,bababb:2,acaca:2,aaaabb:2,babbab:2,aabab:2,aabbaa:2,bababab:2,cacac:1,ab:1,bababababb:1,cabac:1,aaaa:1,bacca:1,bbabab:1,cacaca:1,bccccccc:1,abaab:1,cbcbcb:1,aaa:1,aabbb:1,baba:1,aaabab:1,aabababa:1,bbbabab:1,babababababa:1,aabbba:1,babbb:1,aaabba:1,abab:1,aabaa:1,baa:1,aba:1
550	bab,aab,bbab,aaab,babab,aaabb	bababab:7,bbbaa:5,bababa:5,bbabab:4,aaabbb:3,babababa:3,bbaaa:3,bababb:2,baaabb:2,cccaa:2,babababab:2,baabab:2,baabb:2,babaa:2,aaaab:2,bbbaaa:2,ababab:2,aaabbbb:1,bbaabaabb:1,bbbaba:1,bbaab:1,baaa:1,aaabbbaaab:1,bacbb:1,aaaabbb:1,aaaabbbb:1,aaaaa:1,caaaaacb:1,bbabbabb:1,aaaabb:1,bbaabb:1,aabba:1,cccba:1,abaabb:1,bbaa:1,aabaa:1,abbb:1,aaabaa:1,bbaaabb:1,bbababb:1,bbc:1,aabb:1,aaaaabbb:1,baaaab:1,baaabab:1,aaaba:1,bbbabb:1,ababaa:1,aabbb:1
551	bab,aab,bbab,aaab,babab,aaabb,bbabab	aaabbb:17,aaaabbb:6,aababa:5,bbbabab:3,bbababa:3,bbaabbb:2,bbababb:2,aacaca:2,aaaaabb:2,babaab:2,aababb:2,ababab:2,bbabbabb:1,abababababa:1,aabbaa:1,baba:1,aaaabb:1,bbababbbab:1,aaabbc:1,baabaa:1,bbabababa:1,aaaaaa:1,baaaba:1,aaabba:1,bbbabb:1,bababb:1,cbcbcb:1,aaaaabbb:1,babbab:1,abbab:1,ababa:1,bbabba:1,aaabbabab:1,babbaaa:1,aaabbbb:1,aaaab:1,bbbc:1,abbabab:1,aba:1,bbbaaabbbaa:1,babaaab:1,bbabbab:1,aabab:1,abbaab:1,bbaabb:1,aababab:1
552	bab,aab,bbab,aaab,babab,aaabb,bbabab,bbaabb	aabbaa:11,bbbaabbb:3,bbaabbaa:3,aabbbb:2,aaccaa:2,bbbaaabbb:2,bbaaabb:2,aaaabbb:2,aaaabb:2,bbababb:2,aabbaab:2,aaaabbbaaa:1,babababab:1,abbbbaaaab:1,aaabbaaba:1,bbaabbb:1,bbabb:1,aa:1,aaabbb:1,bbaabbaaba:1,bbababa:1,bbbaaabb:1,bbbabab:1,bbaaaabbbb:1,aaaaaaa:1,bbaabbaab:1,caaaacba:1,aabbabb:1,aabbbbaa:1,acacac:1,acbb:1,baaabb:1,bbaabbba:1,bbaaaabbb:1,bbbaaa:1,bbaaabab:1,aaaaabb:1,abababa:1,bbaba:1,baaaab:1,aaaaaabb:1,bbabbba:1,ababaa:1,bbaabbaaabbbb:1,bbaabab:1,bbbbbb:1,aaabbaabb:1,bbbbc:1,bbaabaa:1,bbaa:1,ababababa:1,bbaaaaaabb:1,ababab:1,abababbb:1,babbabb:1,bbaabba:1,abbaba:1,ababbab:1,bbaabbab:1,aaabbbb:1
553	bab,aab,bbab,aaab,babab,aaabb,bbabab,bbaabb,baaaabb	aaaabbb:6,abbbbaa:5,bbaaaabb:4,bbaabbaa:3,babb:3,baaaabba:2,accccaa:2,baaaaab:2,bbaaabb:2,baaaabbbb:2,bbabb:2,bbaaaab:2,baaaabbb:2,abababa:2,ababababbb:1,bbaaaaaaabbbb:1,bbbaaaabb:1,baaaaaaabbb:1,aaabbbab:1,bbbaaabbb:1,aaabbb:1,baaabbaaaa:1,bababaabb:1,bbaabba:1,ccaaaa:1,bb:1,baaacca:1,cbbbbaa:1,aaaaccc:1,baaababb:1,aaaaabbbb:1,bbababab:1,babababb:1,bbaaabbb:1,baaaaabb:1,aaaaaab:1,abcbb:1,bbbaaaa:1,baaabba:1,baababa:1,aaaaaabb:1,bbaaabbbb:1,bababaaaa:1,bababab:1,baaabbaa:1,abaababb:1,bbbaaa:1,abbababa:1,bbaaaaaabbb:1,bbbaaab:1,aabaaba:1,baab:1,bbaaab:1,aabbabab:1,ababa:1,baaaaaabb:1,aaabbba:1
554	bab,aab,bbab,aaab,babab,aaabb,bbabab,bbaabb,baaaabb,abbaabb	abbaabba:5,aabbaabb:5,baabbaa:4,abbbaabbb:3,abababab:2,abbbaaabbb:2,caaccaa:2,bbaaabb:2,abbbaabb:2,babbaabb:2,bbaabba:2,bbbaaabbb:1,babababababa:1,abbbbaaabbbb:1,bbaabbaabb:1,aaabbbbab:1,abb:1,abbbabb:1,babbaaaabb:1,bbaabbb:1,baaaaabb:1,abbbab:1,ababba:1,abbabbba:1,bbb:1,baacccaba:1,bababb:1,abbaabbb:1,cbcab:1,abccaaa:1,aabbab:1,bbabaab:1,bbabbaaab:1,aabbabba:1,bbbaaabbbaa:1,abbabb:1,ababbb:1,bbbabbabb:1,bacbac:1,abbaabaa:1,babaa:1,bababababb:1,bbbaabb:1,abaaaabb:1,bbbaaaabbb:1,abbaabbaaa:1,aababa:1,bbaaaabb:1,babbabb:1,baaaabbb:1,aabbaabbaa:1,baaaaabbaabbb:1,ababaabb:1,abaaabb:1,bababab:1,aaabbbba:1,abbbba:1,abbbaab:1,aababab:1,bbaaaba:1,aabaabb:1,baaabbbbb:1
555	bab,aba	babab:7,abab:7,baba:6,cac:5,baa:5,b:5,baab:4,babb:4,abb:4,bcb:3,cbc:3,bac:3,aabaa:2,ab:2,bbaabb:2,bbabb:2,cba:2,a:2,aca:2,aab:1,ccc:1,bba:1,babaa:1,abba:1,ababab:1,abac:1,abaa:1,aa:1,bbab:1,babba:1,cabc:1,aaa:1
556	bab,aba,bbba	aaab:29,bbbba:5,bba:4,bbbb:4,bbbaa:3,abbb:3,cccb:2,bbabb:2,abba:2,bbbab:2,bbbbaa:2,bbab:2,bbaa:2,baaa:2,aa:2,abababa:2,babba:1,bbb:1,babbba:1,ccca:1,aaaab:1,babbab:1,bbbac:1,ccaabb:1,bbbbba:1,ba:1,babbabba:1,aab:1,baba:1,aaa:1,ab:1
557	bab,aba,bbba,abbb	bbbba:8,baaa:5,bbbbba:4,aabb:4,bccc:3,babb:3,bbbaa:2,aaaab:2,bbbbaa:2,aab:2,bbbaaa:2,abbbb:2,aaa:2,ababa:2,bbbb:2,babbab:2,bbab:2,bababa:2,aabbbb:1,bbaaa:1,babab:1,baaaa:1,babbba:1,bbaa:1,aaaa:1,ababbba:1,aabbaa:1,babbb:1,cccb:1,abba:1,ababaabab:1,ccca:1,abbbc:1,acacacac:1,baba:1,bbbab:1,baaab:1,aabbb:1,abbaa:1,abb:1,abab:1,ab:1,abbbabaabb:1,ababb:1,aaab:1,baab:1,abaa:1,bb:1,accc:1,ba:1
558	bab,aba,bbba,abbb,bbaab	aabba:22,baabb:7,bbaabb:6,bbbaaa:3,ccbbc:2,aabbb:2,baa:2,bbaaab:2,bbaa:2,bbaabbaa:1,aabbaa:1,abbaab:1,aabbbb:1,aabb:1,abbaabb:1,abba:1,abbaa:1,aabbab:1,bbbab:1,bbbaab:1,ccababa:1,aaba:1,ccbbcc:1,aaabba:1,ababbaba:1,bcabcabcabca:1,bbaac:1,babab:1,bbbaaab:1,ababa:1,bbbbaa:1,aabab:1,bbabba:1,c:1,aabbabbb:1,aaaab:1,ababab:1,ccbba:1,bb:1,abaaa:1,ba:1,bbccb:1,aaa:1,abbaabbab:1
559	bab,aba,bbba,abbb,bbaab,bbabb	aabaa:10,bbaabb:7,bbbbb:5,abb:4,abbabba:3,ccbcc:2,abbbba:2,bbbba:2,aabbaa:2,bbabba:2,babbb:2,bbbab:2,bbbabb:2,bbbabbb:2,abaabb:2,aabbaab:1,bbbbbb:1,baaab:1,baab:1,abbab:1,abbba:1,aaabbbaaa:1,bbababa:1,bbbaabbb:1,bbbaabb:1,bbaba:1,bbaabbaaba:1,abbbb:1,bbaaabb:1,aaabaaa:1,bbaaab:1,ababaabaababab:1,bbabbbb:1,ccbbccbbacb:1,bbaacc:1,baababb:1,bbab:1,babba:1,bc:1,aaaaab:1,ab:1,ccaabb:1,abaab:1,bbcbb:1,bbbaab:1,bbb:1,babababab:1,bbaabba:1,aaabbb:1
560	bab,aba,bbba,abbb,bbaab,bbabb,aabaab	bbabba:14,aab:5,baabaa:5,aabbaabb:4,aabaabaab:2,bbcbbc:2,bbabbab:2,aabaaba:2,aabbaa:2,aabbba:2,bbabbaa:1,babbab:1,aabaaa:1,abab:1,baabaabb:1,abaabb:1,bbbbbba:1,baabaab:1,abababa:1,bbbaaab:1,bbbaab:1,aabbab:1,bbbabbb:1,abababab:1,aabbaabbaab:1,abaaabb:1,bbabbbaa:1,aabbbaa:1,abababaab:1,abaaab:1,aabaabb:1,aaaabbbbccccccc:1,aabaac:1,aaaabb:1,abbaabba:1,aaabaab:1,aabababab:1,abbbbaaa:1,bbbba:1,abbabba:1,bababa:1,cb:1,baabbaa:1,bbaabaaba:1,bbbbbbba:1,ba:1,aaccaab:1,baa:1,ababba:1,aacaac:1,ababababab:1,aaabbaab:1,aaabaaab:1
561	bab,aba,bbba,abbb,bbaab,bbabb,aabaab,ababaa	bababb:9,ababaab:5,ababaaa:3,aababa:3,bba:2,ababab:2,bababa:2,abababa:1,bcbcbb:1,bababbaa:1,abbabaab:1,bababba:1,abbbaab:1,bbbaaa:1,ababaaabbb:1,aabbabb:1,bbaa:1,aaabba:1,abbbbab:1,abaabba:1,baabbaa:1,abbabba:1,babaabaa:1,bcbccb:1,aabbaab:1,aababaaa:1,aabbabba:1,bbaaabb:1,babaaab:1,ababba:1,aabbaa:1,aabbaabb:1,ababababa:1,babaab:1,babaaabb:1,bbbaab:1,abababaa:1,bbbabb:1,ababaaaab:1,bababaaa:1,abaaaa:1,aaaaacccccbbbbb:1,abbabbaab:1,bbaabbaa:1,abbbaaaa:1,baaaabbba:1,bababbb:1,aabaaab:1,baba:1,aabaaba:1,abab:1,ca:1,ababababbbb:1,abac:1,bbbbaa:1,baabaabaa:1,ccaaabb:1,bbaabb:1,baaa:1,acacaa:1,bbbabba:1,ababbaabbaab:1,babbabba:1,aaaabbbb:1
562	bab,aba,bbba,abbb,bbaab,bbabb,aabaab,ababaa,babbbbb	abaaaaa:13,cbccccc:2,abaaaaaa:2,baabbbb:2,bbbbbbb:2,bbabbbb:2,babbbbbb:2,babbbba:2,abbbbab:2,baabbbbb:1,bababaa:1,bbbbbbba:1,bbaaabb:1,aaab:1,abbbbbb:1,abaaaaab:1,abaaaaabbb:1,babaabb:1,bbaabbbbb:1,ab:1,ababababba:1,aaaabaaaa:1,bbbbaaab:1,aabbbbb:1,ababbbba:1,baabbbaaab:1,ababababab:1,babababababa:1,ababbbbb:1,bbbbbab:1,bbbaabbb:1,abbabbbb:1,babbb:1,baaabbb:1,bbbbaab:1,ababababa:1,bbbbbbbbbbbbc:1,bacccc:1,bbbbba:1,baaabbbb:1,ababab:1,aaaabaa:1,babbbbbba:1,bbbaaababa:1,abbbbba:1,babbbbba:1,bbabbbbb:1,aaaaa:1,abaabbb:1,babb:1,bbabbab:1,ac:1,baabbaab:1,aababbbbbba:1,bababa:1,bbbba:1,abbabbab:1,caabbbbaa:1,bbab:1,bba:1,bcbbbbb:1,baa:1,bababbaabb:1
563	bab,aba,bbba,abbb,bbaab,bbabb,aabaab,ababaa,babbbbb,bababba	ababaab:5,bababbab:3,ababab:2,babababa:2,bababab:2,bababbb:2,bb:2,baba:2,cbcbccb:1,babaabbab:1,ababbbbba:1,baabbbbb:1,babababababa:1,baaba:1,baaa:1,aaabaaaba:1,abababba:1,bbabbabbbbaaaa:1,babbabbbaa:1,baabaab:1,babbabbba:1,aaaabbbbaaaa:1,cbcbbcb:1,abbba:1,abaabbabbb:1,bbabbbbbbb:1,aabaabba:1,bbaaabbab:1,bababaa:1,aabbabba:1,bababbaa:1,abababaaba:1,abababababab:1,bababababab:1,abababa:1,babbaba:1,abbabab:1,ababa:1,abbaab:1,aaabaab:1,ababbbaaa:1,bbbbaaab:1,aabbaaab:1,abababbaab:1,abababbba:1,bababbbaa:1,bababababac:1,bababbac:1,baaaab:1,bababbba:1,baaabbaa:1,ababababa:1,baaabbbaab:1,abbabbaa:1,bbabbba:1,ababbbba:1,ababbab:1,abc:1,babaaabbb:1,abababaa:1,baaaaab:1,bbbbba:1,babaabaa:1,cccbbbaaa:1,babaaba:1,babb:1,bcbcbbc:1,aaababaa:1,abbabaabab:1,babbbababa:1,aababab:1
564	bac	cab:31,abc:9,baca:5,bbaacc:4,acb:4,baac:3,bca:3,bbac:2,bacbac:2,a:2,bacc:2,bacb:2,cba:1,acc:1,bcc:1,aac:1,ababa:1,aaabbccc:1,ababacbcbb:1,ab:1,bba:1,bbca:1,ba:1,bab:1,abac:1,aa:1
565	bac,cab	abc:31,acb:13,bca:7,caba:3,bb:2,bbac:2,baca:2,abca:1,ab:1,aaa:1,bbacc:1,acab:1,bbbaaaccc:1,aacab:1,bacc:1,abac:1,ccaabb:1,b:1,aab:1,bbaacc:1,cabb:1,acc:1,bcab:1,aa:1,cabbac:1,bcbcaaabbcbabc:1,ccbca:1,cabc:1,cba:1,cabcab:1
566	bac,cab,caacbb	bbcaac:12,baabcc:9,caaacbbb:2,caacbba:2,bbacca:2,caaccbb:2,bccbaa:2,cc:2,caacbbc:2,cabbac:1,bbaa:1,baabaac:1,aabbcc:1,baaccc:1,cabccca:1,cabcab:1,cabacab:1,bbbbaaaacccc:1,accabb:1,acccb:1,bbcaab:1,caacbbbb:1,acc:1,caacabbac:1,c:1,baacc:1,abbc:1,acccaabbb:1,acabc:1,caaaacbb:1,ccaaccbb:1,bccaca:1,baacaab:1,caabbaca:1,bcaaca:1,bbaac:1,ccaaccb:1,ccaabb:1,cbcbcbabcbacbabcbbcabcacbbbcbbbbacb:1,bbaabcc:1,caabbbb:1,ccaabc:1,caacbca:1,caacaa:1,cacab:1,caaacb:1,aa:1,caab:1,baccaa:1,bcaab:1,caccb:1,bbcaabb:1,bbaacc:1,bacbac:1,aaccbb:1,caaacbb:1,acb:1
567	bac,cab,caacbb,abccba	baccba:7,acbbca:5,cbaabc:5,cabbac:2,abccbac:2,bbaacc:2,bcaabc:2,baccab:2,bca:2,abccbaca:2,cbabca:2,abbcbba:2,aabbcc:2,abcabc:2,ccbbaa:2,abcbabc:1,abcabca:1,cabbcaa:1,ababaca:1,abbacbb:1,bbbbbaaaaaccccc:1,bccbaa:1,aabccbaaabccba:1,bacbac:1,babbc:1,baaabc:1,cbccaa:1,abccbaacb:1,cabcab:1,bc:1,abcbccba:1,ac:1,abbccc:1,abcbaa:1,babccbac:1,bbcaac:1,abcca:1,aabbc:1,bcccbbb:1,cacbbbcbababcbbbbbcbccbcaaaaaaacbcbacbb:1,acb:1,abcaabba:1,abccab:1,cca:1,cacbcaccb:1,abccbab:1,abc:1,accbba:1,baabcc:1,cbacba:1,cbcbabc:1,cabcaba:1,abbcaa:1,abcbba:1,bccbcc:1,cabbbac:1,abccbaabccba:1
568	bac,cab,caacbb,abccba,aabbcccab	bacccbbaa:7,aaabbbcccab:4,aaabbbccccab:4,abcccba:2,bbccaaabc:2,acb:2,aaabbbccccaabb:2,aabbccaabb:2,bbaacccba:1,abbccaabbc:1,aabbcccaba:1,ccaabbaa:1,ccbbaaacb:1,bbccccabab:1,bbccaaaaba:1,cabaaa:1,baccacabb:1,bbbbbbaaaaaacccccc:1,aaabbcccab:1,bbcccaab:1,cabaabbcccab:1,aaabbbccc:1,aabbccc:1,bbcacbbab:1,aabbcccabbac:1,caacbbcccab:1,aabbccaab:1,abbbccacacb:1,abcab:1,aabbcccba:1,ccbbaa:1,bbaaccaab:1,aabbcbccab:1,bcaaba:1,abbabbabb:1,aabbcccabc:1,bbaaccba:1,aaccbb:1,aabbbcccc:1,cabcc:1,ccca:1,aaabbbccca:1,baccabbac:1,cacacacbbbbbcbccbbbca:1,aaabbccaabb:1,aabbccacbba:1,aabbccacb:1,bca:1,cccabbba:1,aacbcacb:1,aabba:1,aabbccccab:1,aabbcccabca:1,aabbccaabc:1,cbcbbacaca:1,aabbcccccab:1,baaccb:1,aaabcc:1,bcaaabab:1,caaacbbccccabab:1,ccaca:1,aaabbbcaab:1,bbbaaaccc:1,aabbbcccab:1,abcabcbca:1,bbbcccaaa:1
569	bac,cab,caacbb,abccba,aabbcccab,ccabbcbaa	aabcbbacc:5,bbaccbcaa:2,aacbbabcc:2,bbcaabacc:2,bca:2,cccabbbcbaaa:1,acbbacbacbaa:1,ccabbcbaacc:1,bbaaccaabb:1,abcabcabc:1,caaabbcaaab:1,bbcaaabcbaaa:1,aabccacbb:1,bcacacaa:1,bbcaacbb:1,bbaabbaaccac:1,bcabbaca:1,bbcaababc:1,abbccabaa:1,ccabbcbaabbc:1,aaaabbbbcccc:1,aabbba:1,ccabbcbaaa:1,bbacccab:1,bbacccbbaa:1,ccabbcaacbb:1,acbacbacb:1,cbcba:1,cbaaccab:1,ccabccbba:1,abcabc:1,bbaccbaa:1,cababbcbaa:1,aaabbbccabb:1,aaabbcccabb:1,aabccacb:1,aabaacaa:1,bacbacbac:1,accccc:1,ccaabbabb:1,bbbaaccba:1,cbcacba:1,aabbcc:1,aaaaa:1,bbcaab:1,cccabbbcc:1,aaccabbaccab:1,aaccbbccab:1,bacbaccabbbcacacab:1,cccaabbbcabb:1,ccabbcaaaa:1,aabbccabcabb:1,bcc:1,ccbbaabb:1,aacbbbcacb:1,cacca:1,aabbbcccab:1,ccabbcbaacbb:1,bbaccabb:1,aabccbcaa:1,accbbcba:1,bacbac:1,aabcccba:1,abbccaabb:1,abcbaa:1,abcccbaab:1,bbcaacbbb:1,cccbbababa:1,cabbabc:1,bbccaabca:1,bbccaaa:1,cccaaabbb:1,aaabbbcc:1,ccaabbcbbaa:1,bbaaccba:1
570	bac,cab,caacbb,abccba,aabbcccab,ccabbcbaa,cababaccabbc	bacacabbaccb:3,cbbaccababac:2,cabcabcabbacbacbac:1,cbbacbabbac:1,cababaccabbca:1,bbaabaaba:1,cbbababbccabb:1,cababaacbba:1,babbccabbccab:1,abcabcaabbccc:1,bacbaccabcab:1,bacacacac:1,ccabbccaabbcc:1,abababccabab:1,cababbaabac:1,abccabac:1,acbcababccab:1,ababaccbbaa:1,ccabbccababaccabbc:1,bacbacbacbac:1,cacabbb:1,abcccccaabab:1,ccabbaccabbc:1,cababaccabbccab:1,caacbbabccba:1,aaaacbbbacc:1,aabb:1,cababaccabbcbaa:1,ca:1,aaabbbcccbbaa:1,aaccacabbbcacab:1,cababbc:1,bcababaccabbc:1,cbacba:1,aabbccaabbc:1,cababbacabbc:1,caacbbcaacbb:1,baccbbabc:1,aabbccaabbcc:1,cabbaabbac:1,cacaca:1,ababacccabba:1,baaacbbbacaca:1,babccbabcabc:1,bca:1,cbbbaabbbacc:1,cccccccc:1,a:1,cccaaabbaabc:1,acababccbbca:1,cabaccabacac:1,cabababaca:1,cacabbbcacacabcbaabcabacccbbcab:1,abcaccabbac:1,cabcabbbbcaac:1,abbcca:1,aac:1,bacabccbabca:1,ccbbcaccbca:1,cabac:1,aaabbccab:1,cababaccabbcab:1,babaccabbab:1,aacabbacaacabbc:1,caccacabcbcc:1,cabbacabc:1,cbbabbabbcc:1,cabbaccbaa:1,aacbabbc:1,aacabacbacaabbc:1,bbbababa:1,ccbabbbcabbc:1,aabacabbacbaac:1,abcabcabc:1,bacabaccabbc:1,cbacbacba:1,bbbbccccaaa:1,cabababaccaabbbcc:1,bcababbacca:1,aabbccccbbaa:1
571	bac,cab,caacbb,abccba,aabbcccab,ccabbcbaa,cababaccabbc,acbbacbaccba	abccabcabbca:3,abcabcabccca:1,acbbaccabbaccab:1,bbccaaccbaa:1,acbbacbaccbac:1,bbaabacabb:1,cabbcabcaabc:1,ccbbccccaba:1,aaacccbbbaaabc:1,baccbaabccc:1,aabbccabcabc:1,cababacac:1,bcaabcacbbca:1,aacbbacbaccba:1,abacabbacc:1,bcabbacacaa:1,abccabababcc:1,baccabaccbac:1,cbaacbaccbabacbaccba:1,cabcabcabcab:1,abbcccc:1,baaacbababba:1,aaccbbacbaccba:1,acbbacbaccbaabc:1,cabababaccabcabbc:1,abaccabcabaca:1,bbaac:1,acbbaccabbcba:1,cb:1,cbaaacbaaacb:1,cacababcaa:1,bcabacbaccba:1,cbbaccba:1,bacacbbcacab:1,accbbacbaccbba:1,aacbbacbaccbba:1,baaacbabccaa:1,babacabab:1,abccababbca:1,accaaba:1,abcccbaa:1,acacb:1,abbaccabbaccabba:1,abcccaccbac:1,cccbbbaaaabc:1,cbaacbccab:1,bbaaaccc:1,bcbcb:1,c:1,aaaaccccbaccba:1,abbbcaaacccaacb:1,aabbbacbaccba:1,cacacacacbbbccacacacacabaaacacaaccccbacbbbbcbcbc:1,acbbaccaabba:1,abacc:1,abbccabbcccbacc:1,bbb:1,bcabbaccbacac:1,bbcacbcaccbbcaccb:1,acbaca:1,abcabcabc:1,acbbacbaccbaac:1,cababaccabba:1,baccbcacabbca:1,abccababcbbc:1,bacacbcba:1,cbcaacbc:1,abccabccaa:1,acbacbacb:1,caccbbacbcaab:1,bcaacbabbac:1,ababab:1,ababbbacccac:1,baccbacbaacb:1,bbbcccaaa:1,cabbacbaccba:1,bacbcaabc:1,cccbbbbaaaa:1,acbbaccabbacccbac:1,bacbccabca:1,abccabbaccba:1
